Day fraction since midnight on 10/27/2019	Pressure Sensor (volts)	Influent Turbidity (NTU)	Effluent Turbidity (NTU)	PumpControl(Clay) ()	PAC Flow Rate (mL/s)	CoagMass ()	drain control ()	coagulant pump ()	clay pump ()	waste pump ()
0.63288721	0.00015989	0.57801986	84.84804535	0.00870384	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63294509	0.00016335	0.57836962	84.67274475	0.00906959	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63300295	0.00016152	0.57964998	84.96132660	0.00939539	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63306082	0.00016238	0.58254772	86.01490021	0.00948571	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63311869	0.00016173	0.58073604	87.15013885	0.00956280	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63317657	0.00016466	0.57813120	87.85291290	0.00971382	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63323443	0.00016091	0.57673377	88.25217438	0.00990689	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63329230	0.00016519	0.57640845	88.21253204	0.01017132	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63335017	0.00016784	0.57650846	87.90225983	0.01053196	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63340804	0.00016283	0.57646650	87.80079651	0.01083835	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63346591	0.00016852	0.57588232	87.83939362	0.01111286	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63352378	0.00016897	0.57493764	87.93784332	0.01135862	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63357586	0.00016429	0.57480377	87.85247040	0.01166378	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63367426	0.00015759	0.57635450	87.55264282	0.01207013	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63368583	0.00016376	0.57635450	87.55264282	0.01211164	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63369739	0.00016953	0.57652473	87.47601318	0.01221379	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63370897	0.00015617	0.57665217	87.40526581	0.01228870	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63372055	0.00017159	0.57676011	87.33267212	0.01236436	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63373212	0.00017095	0.57686633	87.25277710	0.01244192	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63374370	0.00017403	0.57696098	87.15852356	0.01250125	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63375529	0.00016124	0.57692283	87.05206299	0.01260222	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63376684	0.00015983	0.57685542	86.94586182	0.01268689	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63377842	0.00016916	0.57676011	86.82649231	0.01277447	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63378999	0.00017115	0.57672358	86.70333099	0.01286388	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63380157	0.00016692	0.57669312	86.59367371	0.01294019	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63381315	0.00015434	0.57665831	86.49102783	0.01303218	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63382471	0.00016610	0.57655174	86.39750671	0.01311606	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63383629	0.00017992	0.57641798	86.30672455	0.01320062	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63384786	0.00016428	0.57641798	86.23857880	0.01328006	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63385944	0.00017220	0.57611996	86.18908691	0.01335605	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63387102	0.00015840	0.57605219	86.14200592	0.01339633	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63388258	0.00019339	0.57589632	86.10158539	0.01347214	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63389416	0.00017383	0.57568687	86.06172180	0.01354645	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63390574	0.00018195	0.57548535	86.02618408	0.01362050	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63391731	0.00018470	0.57533318	86.00664520	0.01369436	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63392890	0.00017342	0.57516629	85.99758911	0.01377111	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63394045	0.00018389	0.57504749	85.99463654	0.01383877	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63395203	0.00016753	0.57493687	86.00443268	0.01390597	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63396361	0.00016550	0.57487792	86.02913666	0.01397186	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63397518	0.00017985	0.57486171	86.06427002	0.01403498	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63398675	0.00018256	0.57484728	86.10098267	0.01409984	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63399835	0.00016956	0.57476121	86.13661194	0.01415759	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63400990	0.00017418	0.57468402	86.16460419	0.01421574	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63402148	0.00017302	0.57463336	86.17862701	0.01427516	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63403305	0.00017297	0.57448608	86.17726135	0.01433747	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63404462	0.00019088	0.57448608	86.17726135	0.01436884	0.00363188	-999999.00000000	0.00000000	0.00000000	0.00000000	-0.00000000
0.63405620	0.00016731	0.57430989	86.16076660	0.01443441	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63406777	0.00274460	0.57389426	86.16076660	0.01450819	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63407935	0.00705302	0.57389349	86.16076660	0.01457603	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63409092	0.00779728	0.57431310	86.16076660	0.01464717	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63410249	0.00743833	0.57509500	86.16076660	0.01471449	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63411407	0.00617561	0.57509500	86.16076660	0.01475924	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63412564	0.00603163	0.57681662	86.16076660	0.01484441	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63413722	0.00674992	0.57770550	86.16076660	0.01491354	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63414880	0.00510027	0.57891381	86.16076660	0.01498138	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63416036	0.00424658	0.58164477	86.16076660	0.01503777	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63417194	0.00495877	0.58612877	86.16076660	0.01509422	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63418351	0.00545758	0.59528250	86.16076660	0.01516769	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63419509	0.00357282	0.60360509	86.16076660	0.01523552	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63420667	0.00514209	0.61126941	86.16076660	0.01530310	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63421823	0.00516842	0.62511826	86.16076660	0.01534941	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63422981	0.00519040	0.63072991	86.16076660	0.01541699	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63424140	0.00541919	0.63563687	86.16076660	0.01549045	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63425297	0.00607430	0.63896465	86.16076660	0.01555829	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63426454	0.00494984	0.64194554	86.16076660	0.01562638	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63427610	0.00554109	0.64457226	86.16076660	0.01569390	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63428768	0.00647952	0.64457226	86.16076660	0.01575009	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63429926	0.00527770	0.64650649	86.16076660	0.01578321	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63431083	0.00458001	0.64830941	86.16076660	0.01588001	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63432241	0.00725420	0.64952928	86.16076660	0.01594863	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63433397	0.00656626	0.65003985	86.16076660	0.01601614	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63434555	0.00492771	0.65040016	86.16076660	0.01607286	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63435713	0.00490396	0.64999187	86.16076660	0.01610726	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63436870	0.00642472	0.64927679	86.16076660	0.01620174	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63438028	0.00448088	0.64903909	86.16076660	0.01626958	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63439186	0.00307788	0.64835066	86.16076660	0.01633716	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63440342	0.00474481	0.64690846	86.16076660	0.01640571	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63441501	0.00641008	0.64690846	86.16076660	0.01644037	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63442657	0.00528550	0.64584780	86.16076660	0.01652476	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63443815	0.00638024	0.64499032	86.16076660	0.01659260	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63444973	0.00847997	0.64383036	86.16076660	0.01666096	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63446130	0.00677246	0.64296854	86.16076660	0.01672847	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63447287	0.00523414	0.64153934	86.16076660	0.01677329	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63448444	0.00775846	0.64068538	86.16076660	0.01685813	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63449602	0.00791987	0.63962233	86.16076660	0.01691433	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63450760	0.00484813	0.63815653	86.16076660	0.01698217	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63451916	0.00811778	0.63699716	86.16076660	0.01704994	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63453074	0.00954334	0.63270640	86.16076660	0.01709631	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63454232	0.00480062	0.63129497	86.16076660	0.01716977	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63455390	0.00702663	0.63087469	86.16076660	0.01723735	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63456547	0.00979931	0.62971365	86.16076660	0.01730519	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63457703	0.00692720	0.62803113	86.16076660	0.01737270	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63458861	0.00586297	0.62689751	86.16076660	0.01744106	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63460019	0.00854757	0.62689751	86.16076660	0.01750294	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63461176	0.00674744	0.62591439	86.16076660	0.01757072	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63462334	0.00424681	0.62426507	86.16076660	0.01762691	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63463491	0.00683661	0.62243783	86.16076660	0.01769469	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63464648	0.00865787	0.62243783	58.16919708	0.02392211	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63465806	0.00416764	0.62047541	56.80608749	0.02438389	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63466963	0.00449306	0.61896473	56.64439392	0.02464218	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63468121	0.00824144	0.61761057	55.97944260	0.02499162	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63469278	0.00744990	0.61599135	54.87200928	0.02544204	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63470435	0.00419522	0.61497045	53.60970688	0.02593229	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63471593	0.00613562	0.61366421	52.28936386	0.02644233	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63472752	0.00849865	0.61256725	51.31592560	0.02658234	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63473908	0.00448396	0.61084503	50.12569809	0.02702411	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63475065	0.00520339	0.60933787	49.24469757	0.02751742	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63476222	0.00878950	0.60933787	48.42855453	0.02794986	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63477380	0.00607776	0.60685152	46.82283401	0.02837020	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63478538	0.00583597	0.60497600	45.94473648	0.02899411	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63479695	0.00881134	0.60509449	44.79981232	0.02943961	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63480852	0.00668293	0.60382301	43.25593567	0.02994944	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63482009	0.00486573	0.60152698	42.56280518	0.03055294	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63483167	0.00815232	0.60124958	41.57487869	0.03097529	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63484325	0.00742189	0.60080177	40.32199860	0.03149035	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63485483	0.00535748	0.59970814	39.23204803	0.03204565	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63486641	0.00754491	0.59937131	38.57845306	0.03256991	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63487797	0.00734677	0.59937131	38.12895966	0.03300111	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63488954	0.00652582	0.60031176	37.90419388	0.03339041	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63490112	0.00826174	0.59878534	37.55865860	0.03375636	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63491269	0.00857699	0.59715861	37.94587708	0.03412549	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63492426	0.00636725	0.59585202	39.31594086	0.03433284	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63493584	0.00757820	0.59522599	39.81734085	0.03432382	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63494741	0.00922990	0.59413362	39.61564255	0.03449731	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63495899	0.00683783	0.59413362	39.61564255	0.03467344	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63497057	0.00698135	0.59302258	39.83993912	0.03503697	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63498213	0.00729602	0.59268504	40.28543854	0.03522330	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63499371	0.00473343	0.59184253	40.12369156	0.03554059	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63500528	0.00583085	0.59109902	39.77834320	0.03590118	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63501686	0.00745741	0.58985525	39.71219635	0.03609719	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63502844	0.00499876	0.58853120	39.46457291	0.03651258	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63504000	0.00627206	0.58811730	38.69288635	0.03696874	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63505158	0.00880094	0.58709121	37.89536285	0.03744029	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63506315	0.00523798	0.58709121	37.03396606	0.03792128	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63507473	0.00609642	0.58512825	36.19887924	0.03834834	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63508631	0.00922644	0.58402389	35.62537766	0.03880355	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63509787	0.00597785	0.58324867	33.63150787	0.03954648	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63510945	0.00665207	0.58314759	32.62821579	0.04008068	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63512103	0.00926805	0.58236265	31.63586807	0.04061311	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63513260	0.00599706	0.58165878	30.77586174	0.04112790	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63514418	0.00951187	0.58136517	30.06452942	0.04133039	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63515574	0.01088879	0.58057654	29.35047150	0.04181651	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63516732	0.00868034	0.58051801	28.63725090	0.04230989	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63517890	0.01309601	0.58157361	27.96825790	0.04279954	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63519047	0.00657799	0.58096951	27.86631203	0.04328708	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63520205	0.00999849	0.58096951	27.40582657	0.04368167	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63521364	0.00679783	0.57851118	26.99066353	0.04412223	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63522519	0.00962966	0.57792246	27.07711983	0.04455931	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63523677	0.00983060	0.57743502	26.92336273	0.04488300	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63524834	0.01101981	0.57728761	26.51267242	0.04526196	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63525993	0.00880926	0.57775313	26.18992996	0.04572919	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63527150	0.00852623	0.57807434	26.35310745	0.04614865	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63528306	0.01029956	0.58119637	26.66343498	0.04646149	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63529464	0.00712970	0.58091694	26.74850464	0.04674402	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63530621	0.01218754	0.58093292	26.64933014	0.04707058	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63531779	0.01021327	0.58192039	26.59440613	0.04747360	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63532937	0.01043495	0.58192039	26.59440613	0.04777126	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63534093	0.00913183	0.58192039	26.75165176	0.04808090	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63535251	0.00809933	0.58051133	26.64726830	0.04845069	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63536409	0.01058397	0.58051133	26.85428047	0.04874909	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63537566	0.00766626	0.58025801	26.80763435	0.04898525	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63538725	0.01161790	0.58724582	27.27156830	0.04938242	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63539880	0.01038610	0.58690876	27.28300285	0.04972382	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63541038	0.00977944	0.58690876	27.34190369	0.05005366	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63542196	0.01024616	0.58497977	27.30976868	0.05034491	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63543353	0.00832201	0.58440274	27.23702049	0.05064483	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63544511	0.01101252	0.58476782	26.84549522	0.05116658	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63545668	0.00860320	0.58479464	26.48831749	0.05159253	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63546825	0.01243241	0.58473784	26.61017990	0.05191367	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63547983	0.00932307	0.58422595	26.43391228	0.05230125	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63549140	0.01333828	0.58371365	26.22472572	0.05263452	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63550298	0.00759809	0.58360648	26.25244522	0.05300938	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63551455	0.01121269	0.58362496	26.68062019	0.05326456	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63552612	0.00914882	0.58419394	27.47059631	0.05343803	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63553770	0.01088462	0.58448601	27.59483147	0.05375275	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63554927	0.00986826	0.58477515	27.77313805	0.05405740	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63556085	0.00942600	0.58555186	28.26018143	0.05426969	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63557242	0.00974797	0.58576572	28.11334801	0.05450456	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63558399	0.00871691	0.58509666	28.09010696	0.05487671	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63559558	0.01113757	0.58462679	28.17954254	0.05522215	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63560715	0.00987695	0.58458638	27.95854378	0.05554371	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63561872	0.01031776	0.58465362	27.91482353	0.05596502	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63563029	0.00956608	0.58414000	27.72503853	0.05633325	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63564186	0.01004862	0.58656794	27.28766823	0.05671893	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63565344	0.01082271	0.59841335	26.91275406	0.05715806	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63566502	0.01041193	0.59805363	26.46298409	0.05758542	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63567659	0.01102082	0.59750205	26.96648216	0.05806105	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63568816	0.00935027	0.59717101	26.54779625	0.05829610	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63569974	0.01008436	0.59670502	25.97742271	0.05873502	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63571131	0.00882529	0.59630418	25.83342743	0.05920579	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63572289	0.00969011	0.59630418	25.83342743	0.05952574	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63573446	0.00921776	0.59630418	25.55006981	0.05981246	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63574603	0.01008456	0.59630418	25.11159325	0.06041344	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63575761	0.01210898	0.59630418	24.64680099	0.06086924	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63576918	0.01085825	0.59360582	24.36475563	0.06128932	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.63578076	0.01044734	0.59319419	23.99670792	0.06172869	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
