Day fraction since midnight on 11/23/2019	Influent Turbidity (NTU)	Effluent Turbidity (NTU)	PAC Flow Rate (mL/s)	drain control ()	coagulant pump ()	clay pump ()	clay flow rate (mL/s)	waste pump ()
0.67640053	103.18135834	1.63452148	0.00363188	0.00000000	43.17977528	8.22716210	0.00246054	-42.25352113
0.67641209	103.48528290	1.66813242	0.00363188	0.00000000	43.17977528	8.19711673	0.00245172	-42.25352113
0.67642368	103.55587769	1.66813242	0.00363188	0.00000000	43.17977528	8.16828067	0.00245017	-42.25352113
0.67643525	103.51003265	1.67345810	0.00363188	0.00000000	43.17977528	8.15567101	0.00244638	-42.25352113
0.67644682	103.24068451	1.66619480	0.00363188	0.00000000	43.17977528	8.15181261	0.00244522	-42.25352113
0.67645840	102.94028473	1.62895370	0.00363188	0.00000000	43.17977528	8.16511373	0.00244925	-42.25352113
0.67646998	102.52792358	1.60524237	0.00363188	0.00000000	43.17977528	8.18135201	0.00245414	-42.25352113
0.67648154	102.00033569	1.60524237	0.00363188	0.00000000	43.17977528	8.20977903	0.00246221	-42.25352113
0.67649312	101.54624939	1.63895404	0.00363188	0.00000000	43.17977528	8.24309796	0.00247276	-42.25352113
0.67650469	101.13156128	1.63381648	0.00363188	0.00000000	43.17977528	8.27413374	0.00248196	-42.25352113
0.67651627	100.96285248	1.63998234	0.00363188	0.00000000	43.17977528	8.30251192	0.00249056	-42.25352113
0.67652785	100.96285248	1.64398205	0.00363188	0.00000000	43.17977528	8.31331038	0.00249391	-42.25352113
0.67653941	100.91128540	1.63290882	0.00363188	0.00000000	43.17977528	8.31522283	0.00249449	-42.25352113
0.67655099	100.98201752	1.59720862	0.00363188	0.00000000	43.17977528	8.30796024	0.00249230	-42.25352113
0.67656257	101.04499054	1.55696368	0.00363188	0.00000000	43.17977528	8.30117381	0.00249026	-42.25352113
0.67657414	100.89469147	1.62024152	0.00363188	0.00000000	43.17977528	8.31041730	0.00249305	-42.25352113
0.67658573	100.77333832	1.62024152	0.00363188	0.00000000	43.17977528	8.31800242	0.00249533	-42.25352113
0.67659728	100.37192535	1.63132524	0.00363188	0.00000000	43.17977528	8.34674356	0.00250399	-42.25352113
0.67660887	100.11016846	1.69798601	0.00363188	0.00000000	43.17977528	8.36577528	0.00250972	-42.25352113
0.67662044	100.11016846	1.69798601	0.00363188	0.00000000	43.17977528	8.36570819	0.00250970	-42.25352113
0.67663201	99.91892242	1.73880923	0.00363188	0.00000000	43.17977528	8.37990990	0.00251398	-42.25352113
0.67664358	99.60945892	1.75935209	0.00363188	0.00000000	43.17977528	8.40364967	0.00252113	-42.25352113
0.67665515	99.33310699	1.74519122	0.00363188	0.00000000	43.17977528	8.42530273	0.00252765	-42.25352113
0.67666673	98.97258759	1.70532370	0.00363188	0.00000000	43.17977528	8.45404715	0.00253631	-42.25352113
0.67667831	98.74388885	1.67780864	0.00363188	0.00000000	43.17977528	8.45497767	0.00254204	-42.25352113
0.67668988	97.92599487	1.66932154	0.00363188	0.00000000	43.17977528	8.53751993	0.00256144	-42.25352113
0.67670145	97.33970642	1.66932154	0.00363188	0.00000000	43.17977528	8.58534772	0.00257584	-42.25352113
0.67671304	96.97488403	1.69698989	0.00363188	0.00000000	43.17977528	8.61838564	0.00258579	-42.25352113
0.67672460	96.97488403	1.61744416	0.00363188	0.00000000	43.17977528	8.62285559	0.00258765	-42.25352113
0.67673618	96.06367493	1.57148778	0.00363188	0.00000000	43.17977528	8.62821714	0.00258927	-42.25352113
0.67674775	95.75768280	1.53769290	0.00363188	0.00000000	43.17977528	8.70587231	0.00261211	-42.25352113
0.67675934	95.75768280	1.53769290	0.00363188	0.00000000	43.17977528	8.73615474	0.00262122	-42.25352113
0.67677090	95.66692352	1.57845891	0.00363188	0.00000000	43.17977528	8.75187496	0.00262598	-42.25352113
0.67678247	95.66692352	1.57679141	0.00363188	0.00000000	43.17977528	8.76087410	0.00262864	-42.25352113
0.67679406	95.94614410	1.59339690	0.00363188	0.00000000	43.17977528	8.76341148	0.00262385	-42.25352113
0.67680563	96.31893158	1.57604074	0.00363188	0.00000000	43.17977528	8.72771384	0.00261866	-42.25352113
0.67681719	96.69163513	1.56401682	0.00363188	0.00000000	43.17977528	8.70613091	0.00261213	-42.25352113
0.67682877	97.09827423	1.58725667	0.00363188	0.00000000	43.17977528	8.68233103	0.00260496	-42.25352113
0.67684035	96.98078156	1.55709505	0.00363188	0.00000000	43.17977528	8.68578039	0.00260924	-42.25352113
0.67685192	96.98078156	1.51119578	0.00363188	0.00000000	43.17977528	8.70104177	0.00261110	-42.25352113
0.67686350	97.12094116	1.51409280	0.00363188	0.00000000	43.17977528	8.70634574	0.00261217	-42.25352113
0.67687506	97.19229126	1.48965383	0.00363188	0.00000000	43.17977528	8.70192246	0.00261083	-42.25352113
0.67688664	97.41887665	1.46648073	0.00363188	0.00000000	43.17977528	8.70246080	0.00261098	-42.25352113
0.67689822	97.80298615	1.45115471	0.00363188	0.00000000	43.17977528	8.69093246	0.00260752	-42.25352113
0.67690979	98.04465485	1.42238605	0.00363188	0.00000000	43.17977528	8.66705280	0.00260031	-42.25352113
0.67692137	98.47323608	1.39141905	0.00363188	0.00000000	43.17977528	8.65312493	0.00259612	-42.25352113
0.67693293	98.99632263	1.37754071	0.00363188	0.00000000	43.17977528	8.62449435	0.00258748	-42.25352113
0.67694451	98.99632263	1.37754071	0.00363188	0.00000000	43.17977528	8.58743211	0.00257632	-42.25352113
0.67695610	99.36921692	1.37439477	0.00363188	0.00000000	43.17977528	8.56116325	0.00256841	-42.25352113
0.67696766	99.80377960	1.35780418	0.00363188	0.00000000	43.17977528	8.52943455	0.00255885	-42.25352113
0.67697924	100.38553619	1.39233291	0.00363188	0.00000000	43.17977528	8.52955098	0.00254575	-42.25352113
0.67699080	100.83633423	1.38202310	0.00363188	0.00000000	43.17977528	8.45077443	0.00253516	-42.25352113
0.67700239	101.42463684	1.37966430	0.00363188	0.00000000	43.17977528	8.40490993	0.00252135	-42.25352113
0.67701396	102.64884186	1.35820627	0.00363188	0.00000000	43.17977528	8.30958065	0.00249264	-42.25352113
0.67702553	103.14850616	1.34127188	0.00363188	0.00000000	43.17977528	8.30637504	0.00247981	-42.25352113
0.67703710	103.64300537	1.32720745	0.00363188	0.00000000	43.17977528	8.26230587	0.00246666	-42.25352113
0.67704868	104.35358429	1.35379243	0.00363188	0.00000000	43.17977528	8.21897471	0.00246535	-42.25352113
0.67706025	104.90618134	1.42800105	0.00363188	0.00000000	43.17977528	8.15710903	0.00244675	-42.25352113
0.67707183	105.23029327	1.44467485	0.00363188	0.00000000	43.17977528	8.10575806	0.00243129	-42.25352113
0.67708340	105.20492554	1.43389535	0.00363188	0.00000000	43.17977528	8.07086742	0.00242079	-42.25352113
0.67709497	105.15888977	1.44349062	0.00363188	0.00000000	43.17977528	8.06205343	0.00241815	-42.25352113
0.67710655	105.13162994	1.43189049	0.00363188	0.00000000	43.17977528	8.05478796	0.00241598	-42.25352113
0.67711812	104.90921021	1.42836738	0.00363188	0.00000000	43.17977528	8.04610459	0.00241338	-42.25352113
0.67712970	104.90921021	1.42836738	0.00363188	0.00000000	43.17977528	8.05380635	0.00241570	-42.25352113
0.67714128	104.67753601	1.45889926	0.00363188	0.00000000	43.17977528	8.06126422	0.00241796	-42.25352113
0.67715284	104.47090149	1.48528266	0.00363188	0.00000000	43.17977528	8.06861409	0.00242018	-42.25352113
0.67716442	104.45336914	1.59232068	0.00363188	0.00000000	43.17977528	8.06459973	0.00241859	-42.25352113
0.67717599	104.39315796	1.60634828	0.00363188	0.00000000	43.17977528	8.05595960	0.00241640	-42.25352113
0.67718758	104.25003815	1.60630238	0.00363188	0.00000000	43.17977528	8.05896179	0.00241730	-42.25352113
0.67719915	103.38488770	1.57889473	0.00363188	0.00000000	43.17977528	8.11536239	0.00243431	-42.25352113
0.67721071	102.62498474	1.57889473	0.00363188	0.00000000	43.17977528	8.11232314	0.00243340	-42.25352113
0.67722229	102.62498474	1.58058298	0.00363188	0.00000000	43.17977528	8.16257591	0.00244830	-42.25352113
0.67723386	101.95339966	1.56383073	0.00363188	0.00000000	43.17977528	8.20658421	0.00246180	-42.25352113
0.67724544	101.47501373	1.53396904	0.00363188	0.00000000	43.17977528	8.23968675	0.00247165	-42.25352113
0.67725702	100.83929443	1.49803376	0.00363188	0.00000000	43.17977528	8.28444660	0.00248519	-42.25352113
0.67726858	99.94619751	1.46054029	0.00363188	0.00000000	43.17977528	8.28319662	0.00250498	-42.25352113
0.67728016	99.46952057	1.45408046	0.00363188	0.00000000	43.17977528	8.35002143	0.00251579	-42.25352113
0.67729174	99.04264069	1.44051695	0.00363188	0.00000000	43.17977528	8.38673562	0.00252576	-42.25352113
0.67730332	98.60684967	1.42320585	0.00363188	0.00000000	43.17977528	8.42060017	0.00253619	-42.25352113
0.67731489	98.15013885	1.42886055	0.00363188	0.00000000	43.17977528	8.45607304	0.00254738	-42.25352113
0.67732645	97.75138092	1.42886055	0.00363188	0.00000000	43.17977528	8.49343330	0.00254819	-42.25352113
0.67733803	97.35175323	1.42020166	0.00363188	0.00000000	43.17977528	8.52790819	0.00255857	-42.25352113
0.67734961	96.91805267	1.40658951	0.00363188	0.00000000	43.17977528	8.56300751	0.00256915	-42.25352113
0.67736119	96.56195831	1.40658951	0.00363188	0.00000000	43.17977528	8.59993576	0.00258085	-42.25352113
0.67737276	96.56195831	1.43005812	0.00363188	0.00000000	43.17977528	8.63373930	0.00259073	-42.25352113
0.67738435	96.56195831	1.43005812	0.00363188	0.00000000	43.17977528	8.64181911	0.00259285	-42.25352113
0.67739590	95.68662262	1.41488194	0.00363188	0.00000000	43.17977528	8.71427922	0.00261469	-42.25352113
0.67740748	95.23937988	1.43136442	0.00363188	0.00000000	43.17977528	8.75703110	0.00262753	-42.25352113
0.67741905	95.24690247	1.42412698	0.00363188	0.00000000	43.17977528	8.76278308	0.00263006	-42.25352113
0.67743062	95.54834747	1.45893681	0.00363188	0.00000000	43.17977528	8.77251151	0.00262620	-42.25352113
0.67744222	95.79337311	1.57927811	0.00363188	0.00000000	43.17977528	8.75796195	0.00262778	-42.25352113
0.67745378	96.22438049	1.62581897	0.00363188	0.00000000	43.17977528	8.74857746	0.00262495	-42.25352113
0.67746536	96.45215607	1.60961461	0.00363188	0.00000000	43.17977528	8.72436709	0.00261764	-42.25352113
0.67747692	97.04476929	1.65846765	0.00363188	0.00000000	43.17977528	8.71478526	0.00261475	-42.25352113
0.67748849	97.70645142	1.65777075	0.00363188	0.00000000	43.17977528	8.67689794	0.00260333	-42.25352113
0.67750008	98.32036591	1.61711574	0.00363188	0.00000000	43.17977528	8.63254573	0.00258997	-42.25352113
0.67751164	99.04837799	1.62084484	0.00363188	0.00000000	43.17977528	8.59045896	0.00257728	-42.25352113
0.67752322	99.04837799	1.62084484	0.00363188	0.00000000	43.17977528	8.53750659	0.00256150	-42.25352113
0.67753480	99.50450897	1.63222587	0.00363188	0.00000000	43.17977528	8.50537204	0.00255166	-42.25352113
0.67754636	99.84908295	1.62071884	0.00363188	0.00000000	43.17977528	8.48015643	0.00254406	-42.25352113
0.67755794	100.12567139	1.58463538	0.00363188	0.00000000	43.17977528	8.45952040	0.00253784	-42.25352113
0.67756951	101.45514679	1.58463538	0.00363188	0.00000000	43.17977528	8.45940830	0.00252648	-42.25352113
0.67758109	101.45514679	1.49229801	0.00363188	0.00000000	43.17977528	8.35807918	0.00250717	-42.25352113
0.67759267	102.37434387	1.47368324	0.00363188	0.00000000	43.17977528	8.28443102	0.00248510	-42.25352113
0.67760423	103.29211426	1.47940195	0.00363188	0.00000000	43.17977528	8.20986452	0.00246264	-42.25352113
0.67761581	104.02328491	1.48438799	0.00363188	0.00000000	43.17977528	8.14987036	0.00244426	-42.25352113
0.67762739	105.41973877	1.48639822	0.00363188	0.00000000	43.17977528	8.03618361	0.00240990	-42.25352113
0.67763896	105.94957733	1.52705789	0.00363188	0.00000000	43.17977528	8.02810132	0.00239552	-42.25352113
0.67765054	106.10881805	1.51500833	0.00363188	0.00000000	43.17977528	7.97639233	0.00238819	-42.25352113
0.67766210	106.28813934	1.51552010	0.00363188	0.00000000	43.17977528	7.95160997	0.00238033	-42.25352113
0.67767368	106.69761658	1.48214245	0.00363188	0.00000000	43.17977528	7.92494662	0.00236710	-42.25352113
0.67768526	107.27247620	1.48214245	0.00363188	0.00000000	43.17977528	7.88044934	0.00234994	-42.25352113
0.67769683	107.87387085	1.48214245	0.00363188	0.00000000	43.17977528	7.82625131	0.00233280	-42.25352113
0.67770841	107.87387085	1.42101300	0.00363188	0.00000000	43.17977528	7.76905560	0.00232933	-42.25352113
0.67771998	108.89394379	1.50938439	0.00363188	0.00000000	43.17977528	7.75065862	0.00232450	-42.25352113
0.67773156	108.89394379	1.59173775	0.00363188	0.00000000	43.17977528	7.65608280	0.00229603	-42.25352113
0.67774313	108.35022736	1.62343729	0.00363188	0.00000000	43.17977528	7.63771553	0.00229053	-42.25352113
0.67775470	107.89866638	1.63152003	0.00363188	0.00000000	43.17977528	7.66057058	0.00229743	-42.25352113
0.67776628	107.32176208	1.69744682	0.00363188	0.00000000	43.17977528	7.67767713	0.00230260	-42.25352113
0.67777785	106.54231262	1.74739420	0.00363188	0.00000000	43.17977528	7.70531086	0.00231094	-42.25352113
0.67778942	106.54231262	1.74739420	0.00363188	0.00000000	43.17977528	7.75137752	0.00232483	-42.25352113
0.67780100	105.75876617	1.72030056	0.00363188	0.00000000	43.17977528	7.79688671	0.00233855	-42.25352113
0.67781257	105.11852264	1.71370482	0.00363188	0.00000000	43.17977528	7.83517082	0.00235010	-42.25352113
0.67782415	103.58872986	1.66992819	0.00363188	0.00000000	43.17977528	7.93991769	0.00238165	-42.25352113
0.67783572	102.97740936	1.66418004	0.00363188	0.00000000	43.17977528	7.93560263	0.00239348	-42.25352113
0.67784730	102.40169525	1.63927794	0.00363188	0.00000000	43.17977528	7.97468673	0.00240465	-42.25352113
0.67785887	102.06195068	1.65861380	0.00363188	0.00000000	43.17977528	8.01335000	0.00240379	-42.25352113
0.67787045	101.64426422	1.74918878	0.00363188	0.00000000	43.17977528	8.03431389	0.00241011	-42.25352113
0.67788201	101.41361237	1.70930457	0.00363188	0.00000000	43.17977528	8.06192169	0.00241842	-42.25352113
0.67789359	100.76653290	1.70930457	0.00363188	0.00000000	43.17977528	8.07605169	0.00242269	-42.25352113
0.67790516	100.06227112	1.65804148	0.00363188	0.00000000	43.17977528	8.17532993	0.00245259	-42.25352113
0.67791674	99.27850342	1.65804148	0.00363188	0.00000000	43.17977528	8.17523694	0.00247027	-42.25352113
0.67792832	98.57958984	1.66825700	0.00363188	0.00000000	43.17977528	8.23527673	0.00248650	-42.25352113
0.67793988	97.88620758	1.65380013	0.00363188	0.00000000	43.17977528	8.28960819	0.00248726	-42.25352113
0.67795146	97.44496155	1.60683429	0.00363188	0.00000000	43.17977528	8.34641253	0.00250411	-42.25352113
0.67796304	97.21401215	1.57032025	0.00363188	0.00000000	43.17977528	8.38458877	0.00251561	-42.25352113
0.67797462	97.21401215	1.54863524	0.00363188	0.00000000	43.17977528	8.40673651	0.00252227	-42.25352113
0.67798619	97.00550842	1.54491997	0.00363188	0.00000000	43.17977528	8.42841286	0.00252879	-42.25352113
0.67799775	96.71349335	1.57807243	0.00363188	0.00000000	43.17977528	8.43018975	0.00253620	-42.25352113
0.67800933	96.40731812	1.60357296	0.00363188	0.00000000	43.17977528	8.48596873	0.00254611	-42.25352113
0.67802091	96.07100677	1.56285739	0.00363188	0.00000000	43.17977528	8.51670957	0.00255571	-42.25352113
0.67803248	95.88252258	1.53355753	0.00363188	0.00000000	43.17977528	8.53907013	0.00256243	-42.25352113
0.67804406	95.71094513	1.54499674	0.00363188	0.00000000	43.17977528	8.56055029	0.00256892	-42.25352113
0.67805562	95.68104553	1.54499674	0.00363188	0.00000000	43.17977528	8.56567391	0.00257008	-42.25352113
0.67806720	95.68104553	1.50247324	0.00363188	0.00000000	43.17977528	8.57851893	0.00257468	-42.25352113
0.67807878	95.84558105	1.47720039	0.00363188	0.00000000	43.17977528	8.58610617	0.00257622	-42.25352113
0.67809035	96.03948975	1.46119606	0.00363188	0.00000000	43.17977528	8.58249153	0.00257512	-42.25352113
0.67810194	96.56555176	1.44553804	0.00363188	0.00000000	43.17977528	8.57629363	0.00257324	-42.25352113
0.67811350	97.25816345	1.44867802	0.00363188	0.00000000	43.17977528	8.54336782	0.00256392	-42.25352113
0.67812507	97.25816345	1.44867802	0.00363188	0.00000000	43.17977528	8.49886388	0.00254990	-42.25352113
0.67813665	98.31662750	1.58414018	0.00363188	0.00000000	43.17977528	8.42406502	0.00252737	-42.25352113
0.67814822	99.13455963	1.63882339	0.00363188	0.00000000	43.17977528	8.36535772	0.00250968	-42.25352113
0.67815980	100.09313202	1.66617072	0.00363188	0.00000000	43.17977528	8.29428029	0.00248828	-42.25352113
0.67817137	100.91952515	1.63492417	0.00363188	0.00000000	43.17977528	8.29419594	0.00246953	-42.25352113
0.67818294	101.72422028	1.58820665	0.00363188	0.00000000	43.17977528	8.16913289	0.00245059	-42.25352113
0.67819452	102.64319611	1.57253408	0.00363188	0.00000000	43.17977528	8.09623256	0.00242863	-42.25352113
0.67820610	104.48341370	1.62624419	0.00363188	0.00000000	43.17977528	7.95186648	0.00238516	-42.25352113
0.67821767	105.65472412	1.59401298	0.00363188	0.00000000	43.17977528	7.94636191	0.00235615	-42.25352113
0.67822924	106.12648010	1.56347716	0.00363188	0.00000000	43.17977528	7.84876613	0.00235412	-42.25352113
0.67824082	106.71903229	1.54324520	0.00363188	0.00000000	43.17977528	7.80090941	0.00233973	-42.25352113
0.67825239	107.39863586	1.53043687	0.00363188	0.00000000	43.17977528	7.74278258	0.00232224	-42.25352113
0.67826398	107.85716248	1.49473608	0.00363188	0.00000000	43.17977528	7.67700564	0.00230244	-42.25352113
0.67827553	108.21148682	1.47072709	0.00363188	0.00000000	43.17977528	7.62643958	0.00228723	-42.25352113
0.67828711	108.32427979	1.44767416	0.00363188	0.00000000	43.17977528	7.58305938	0.00227419	-42.25352113
0.67829868	108.37746429	1.44767416	0.00363188	0.00000000	43.17977528	7.55752527	0.00226652	-42.25352113
0.67831026	108.26619720	1.44767416	0.00363188	0.00000000	43.17977528	7.54081382	0.00226311	-42.25352113
0.67832184	108.03894806	1.50099742	0.00363188	0.00000000	43.17977528	7.53382634	0.00225941	-42.25352113
0.67833340	107.72322083	1.52032840	0.00363188	0.00000000	43.17977528	7.53395880	0.00225947	-42.25352113
0.67834498	107.28893280	1.51705563	0.00363188	0.00000000	43.17977528	7.54109320	0.00226164	-42.25352113
0.67835657	107.28893280	1.52931368	0.00363188	0.00000000	43.17977528	7.56469823	0.00226809	-42.25352113
0.67836813	107.23770905	1.59088206	0.00363188	0.00000000	43.17977528	7.54696018	0.00226341	-42.25352113
0.67837971	107.23770905	1.62719238	0.00363188	0.00000000	43.17977528	7.53389226	0.00225952	-42.25352113
0.67839127	106.71859741	1.60035264	0.00363188	0.00000000	43.17977528	7.55834248	0.00226685	-42.25352113
0.67840285	106.37596130	1.55966949	0.00363188	0.00000000	43.17977528	7.57204924	0.00227105	-42.25352113
0.67841443	105.93934631	1.50817132	0.00363188	0.00000000	43.17977528	7.56443265	0.00227752	-42.25352113
0.67842600	104.38244629	1.50817132	0.00363188	0.00000000	43.17977528	7.58650594	0.00227541	-42.25352113
0.67843758	104.38244629	1.48766637	0.00363188	0.00000000	43.17977528	7.68822568	0.00230608	-42.25352113
0.67844916	103.63420105	1.48253262	0.00363188	0.00000000	43.17977528	7.73826413	0.00232084	-42.25352113
0.67846072	102.79019928	1.46732986	0.00363188	0.00000000	43.17977528	7.79451359	0.00233786	-42.25352113
0.67847230	102.27252960	1.42067599	0.00363188	0.00000000	43.17977528	7.82847891	0.00234835	-42.25352113
0.67848387	100.85596466	1.40713310	0.00363188	0.00000000	43.17977528	7.82444678	0.00237891	-42.25352113
0.67849545	100.24401855	1.41204071	0.00363188	0.00000000	43.17977528	7.92840590	0.00239219	-42.25352113
0.67850702	99.79257965	1.39006567	0.00363188	0.00000000	43.17977528	7.97360731	0.00240224	-42.25352113
0.67851859	99.17519379	1.39006567	0.00363188	0.00000000	43.17977528	8.00770021	0.00240233	-42.25352113
0.67853017	98.49630737	1.38687623	0.00363188	0.00000000	43.17977528	8.05535481	0.00241668	-42.25352113
0.67854175	98.49630737	1.46789849	0.00363188	0.00000000	43.17977528	8.10895352	0.00243282	-42.25352113
0.67855332	97.42692566	1.56040144	0.00363188	0.00000000	43.17977528	8.11205884	0.00243375	-42.25352113
0.67856489	97.02210999	1.65039396	0.00363188	0.00000000	43.17977528	8.19686612	0.00245929	-42.25352113
0.67857646	97.02210999	1.65039396	0.00363188	0.00000000	43.17977528	8.23220646	0.00246993	-42.25352113
0.67858804	96.68915558	1.61556351	0.00363188	0.00000000	43.17977528	8.26376753	0.00247942	-42.25352113
0.67859962	96.28122711	1.63286257	0.00363188	0.00000000	43.17977528	8.26571275	0.00249046	-42.25352113
0.67861119	96.09696960	1.61958551	0.00363188	0.00000000	43.17977528	8.32212645	0.00249699	-42.25352113
0.67862276	96.05435181	1.59240520	0.00363188	0.00000000	43.17977528	8.33349849	0.00250040	-42.25352113
0.67863434	96.12770844	1.57644546	0.00363188	0.00000000	43.17977528	8.33495769	0.00250083	-42.25352113
0.67864591	96.72200012	1.52848709	0.00363188	0.00000000	43.17977528	8.29828271	0.00248978	-42.25352113
0.67865749	96.84783936	1.48511147	0.00363188	0.00000000	43.17977528	8.30025342	0.00249095	-42.25352113
0.67866905	97.33902740	1.40680528	0.00363188	0.00000000	43.17977528	8.29935629	0.00249009	-42.25352113
0.67868063	97.33902740	1.41339636	0.00363188	0.00000000	43.17977528	8.26839044	0.00248075	-42.25352113
0.67869221	98.21237946	1.40078390	0.00363188	0.00000000	43.17977528	8.27389609	0.00248241	-42.25352113
0.67870378	98.21237946	1.37794697	0.00363188	0.00000000	43.17977528	8.21276657	0.00246399	-42.25352113
0.67871536	99.57803345	1.43836522	0.00363188	0.00000000	43.17977528	8.21644080	0.00246509	-42.25352113
0.67872692	99.57803345	1.45624983	0.00363188	0.00000000	43.17977528	8.11591060	0.00243481	-42.25352113
0.67873851	99.57803345	1.45624983	0.00363188	0.00000000	43.17977528	8.11665930	0.00243504	-42.25352113
0.67875008	101.79310608	1.45624983	0.00363188	0.00000000	43.17977528	8.05951457	0.00238504	-42.25352113
0.67876166	102.52658081	1.39532530	0.00363188	0.00000000	43.17977528	7.94794295	0.00238422	-42.25352113
0.67877323	104.05854034	1.38750005	0.00363188	0.00000000	43.17977528	7.88888754	0.00236600	-42.25352113
0.67878480	104.05854034	1.40689003	0.00363188	0.00000000	43.17977528	7.76610620	0.00232947	-42.25352113
0.67879637	105.72677612	1.44533861	0.00363188	0.00000000	43.17977528	7.63047775	0.00228864	-42.25352113
0.67880796	107.48055267	1.43135715	0.00363188	0.00000000	43.17977528	7.48719924	0.00224544	-42.25352113
0.67881952	109.13280487	1.43590987	0.00363188	0.00000000	43.17977528	7.34624921	0.00220302	-42.25352113
0.67883111	110.10958099	1.46480823	0.00363188	0.00000000	43.17977528	7.33772815	0.00217768	-42.25352113
0.67884267	110.87430573	1.43059325	0.00363188	0.00000000	43.17977528	7.18034370	0.00215221	-42.25352113
0.67885424	111.27896881	1.43955076	0.00363188	0.00000000	43.17977528	7.16427575	0.00213815	-42.25352113
0.67886582	111.16721344	1.43692362	0.00363188	0.00000000	43.17977528	7.11033838	0.00213330	-42.25352113
0.67887739	111.35070038	1.44264102	0.00363188	0.00000000	43.17977528	7.09470437	0.00212223	-42.25352113
0.67888897	111.77337646	1.44264102	0.00363188	0.00000000	43.17977528	7.06068196	0.00211719	-42.25352113
0.67890054	112.16701508	1.41236162	0.00363188	0.00000000	43.17977528	7.00508824	0.00210042	-42.25352113
0.67891211	112.18537903	1.44531858	0.00363188	0.00000000	43.17977528	6.95022961	0.00208399	-42.25352113
0.67892369	112.05414581	1.46858084	0.00363188	0.00000000	43.17977528	6.92334204	0.00207592	-42.25352113
0.67893527	111.61457825	1.43648660	0.00363188	0.00000000	43.17977528	6.90816615	0.00207137	-42.25352113
0.67894683	111.61457825	1.43136096	0.00363188	0.00000000	43.17977528	6.92361789	0.00207505	-42.25352113
0.67895841	110.87101746	1.42090774	0.00363188	0.00000000	43.17977528	6.95529224	0.00208468	-42.25352113
0.67896999	109.61990356	1.39016366	0.00363188	0.00000000	43.17977528	7.02601523	0.00210613	-42.25352113
0.67898156	108.59693909	1.35968602	0.00363188	0.00000000	43.17977528	7.01157545	0.00212457	-42.25352113
0.67899314	107.71119690	1.36079264	0.00363188	0.00000000	43.17977528	7.06907704	0.00213918	-42.25352113
0.67900470	106.52383423	1.34505749	0.00363188	0.00000000	43.17977528	7.11921059	0.00216120	-42.25352113
0.67901628	105.77641296	1.34505749	0.00363188	0.00000000	43.17977528	7.19633065	0.00215829	-42.25352113
0.67902787	105.77641296	1.37065482	0.00363188	0.00000000	43.17977528	7.23998338	0.00217146	-42.25352113
0.67903943	102.98515320	1.38809705	0.00363188	0.00000000	43.17977528	7.22802052	0.00216789	-42.25352113
0.67905101	101.94383240	1.38809705	0.00363188	0.00000000	43.17977528	7.42908758	0.00222846	-42.25352113
0.67906257	100.70230865	1.38809705	0.00363188	0.00000000	43.17977528	7.50324151	0.00227865	-42.25352113
0.67907415	99.96432495	1.49855924	0.00363188	0.00000000	43.17977528	7.59442718	0.00229487	-42.25352113
0.67908574	99.96432495	1.52657115	0.00363188	0.00000000	43.17977528	7.64961770	0.00229489	-42.25352113
0.67909730	98.04037476	1.52173293	0.00363188	0.00000000	43.17977528	7.64969123	0.00229491	-42.25352113
0.67910889	97.05176544	1.52173293	0.00363188	0.00000000	43.17977528	7.79668383	0.00233918	-42.25352113
0.67912044	95.95584869	1.45546675	0.00363188	0.00000000	43.17977528	7.95908383	0.00238811	-42.25352113
0.67913202	95.04801178	1.45546675	0.00363188	0.00000000	43.17977528	7.96281764	0.00238991	-42.25352113
0.67914360	94.21393585	1.44961894	0.00363188	0.00000000	43.17977528	8.04295525	0.00241333	-42.25352113
0.67915517	93.68462372	1.41728532	0.00363188	0.00000000	43.17977528	8.11711663	0.00243565	-42.25352113
0.67916675	93.24182129	1.45264077	0.00363188	0.00000000	43.17977528	8.16972588	0.00245148	-42.25352113
0.67917832	93.24182129	1.53822923	0.00363188	0.00000000	43.17977528	8.21464897	0.00246500	-42.25352113
0.67918989	92.76080322	1.57052827	0.00363188	0.00000000	43.17977528	8.25896993	0.00248021	-42.25352113
0.67920147	92.76080322	1.59433985	0.00363188	0.00000000	43.17977528	8.28034913	0.00248474	-42.25352113
0.67921305	92.11244965	1.60000420	0.00363188	0.00000000	43.17977528	8.34227024	0.00250338	-42.25352113
0.67922461	91.92304230	1.54891205	0.00363188	0.00000000	43.17977528	8.37284149	0.00251260	-42.25352113
0.67923620	91.93025970	1.51662207	0.00363188	0.00000000	43.17977528	8.38686437	0.00251678	-42.25352113
0.67924776	91.85838318	1.51924384	0.00363188	0.00000000	43.17977528	8.39411006	0.00251893	-42.25352113
0.67925934	92.06063843	1.55763316	0.00363188	0.00000000	43.17977528	8.41068865	0.00252391	-42.25352113
0.67927092	92.40222931	1.58435822	0.00363188	0.00000000	43.17977528	8.42011083	0.00252037	-42.25352113
0.67928248	92.69089508	1.57755089	0.00363188	0.00000000	43.17977528	8.41027062	0.00251861	-42.25352113
0.67929406	93.05160522	1.54168582	0.00363188	0.00000000	43.17977528	8.40186232	0.00252121	-42.25352113
0.67930563	93.57657623	1.51274109	0.00363188	0.00000000	43.17977528	8.38740440	0.00251806	-42.25352113
